"ID","f1","f2","f3","amp11","amp12","amp13","amp14","amp21","amp22","amp23","amp24","amp31","amp32","amp33","amp34","phi12","phi13","phi14","phi21","phi22","phi23","phi24","phi31","phi32","phi33","phi34","trend","varrat","varred","CLASS"
"HIP 85792             ",2.03909364,11.25117307,4.76299842,0.0138,0.008,0.0011,0.0024,0.0086,0.0067,0.0051,0.0036,0.005,0.0025,0.0011,0.001,-1.7942,3.0479,-2.5864,0.205,-0.1577,-0.2737,-0.3903,-1.7102,-0.5705,-1.2514,2.4815,1e-04,0.2639,0.92,"BE"
"HIP 60189             ",0.36918838,13.30534291,11.40522566,0.0103,0.0059,0.0047,0.0025,0.0029,0.0022,0.0021,2e-04,0.0025,0.0011,8e-04,0.0019,-1.1752,-3.1009,2.1873,1.0303,-2.5152,-2.6588,-2.7278,-0.5398,1.0157,-1.7073,-2.7623,0,0.5024,0.8082,"BE"
"HIP 35037             ",0.20689383,11.0415909,0.5510028,0.0429,0.0297,0.0308,0.0333,0.0359,0.0125,0.0065,0.0046,0.0248,0.0049,0.0082,9e-04,1.8287,-2.7652,-0.7632,3.0284,1.3147,-1.2385,2.9414,2.6835,2.1414,-1.7448,-1.6698,-1e-04,0.4304,0.8287,"BE"
"HIP 7588              ",0.56047719,0.91048492,0.4798778,0.0259,0.0056,0.0032,0.0048,0.016,0.0033,7e-04,0.0061,0.0123,0.0036,0.0071,0.0073,-2.6911,-2.9811,-2.2339,3.1101,-0.4694,-1.1988,-2.9245,2.3544,-1.2376,1.4748,-1.4311,0,0.4387,0.9357,"BE"
"HIP 83323             ",0.15489511,2.06970158,2.57493487,0.0174,0.0025,0.0041,0.0043,0.0154,0.0025,0.0011,7e-04,0.0112,0.0024,0.0031,8e-04,3.0765,-1.8857,-2.1043,1.2453,2.7865,-2.5413,1.6522,2.5568,0.0968,2.3571,-1.4239,0,0.5661,0.7949,"BE"
"HIP 26064             ",0.9638741,0.09299964,1.89693045,0.0295,0.0056,0.0063,0.0016,0.0151,0.0055,0.0032,0.0048,0.0151,0.0043,7e-04,0.0018,0.5977,-1.88,-0.2963,2.7213,2.5557,-1.0274,-1.0799,-1.5466,-2.759,-3.1385,0.0605,0,0.3166,0.9353,"BE"
"HIP 50676             ",12.90149425,9.70673199,3.34400321,0.003,0.001,9e-04,0.0014,0.0022,6e-04,3e-04,9e-04,0.0022,4e-04,2e-04,2e-04,-2.8212,-0.0704,-2.6432,2.759,0.7449,-2.3319,-1.4829,0.6315,0.5981,-2.8171,-1.2848,0,0.7711,0.5236,"BE"
"HIP 35795             ",1.90112768,1.6407996,1.08394998,0.01,0.0015,0.0027,0.0014,0.0098,0.002,0.0012,4e-04,0.0082,0.0013,0.0017,8e-04,-1.905,-0.8048,0.127,2.754,-0.9432,1.11,0.8274,-1.7183,-0.5224,-1.2653,0.1045,0,0.6689,0.6843,"BE"
"HIP 105138            ",0.00144366,0.00084921,0.51241539,0.932,0.2933,0.022,0.0167,0.3851,0.8632,0.3462,0.058,0.0084,0.0023,0.0027,0.0013,-1.4573,-0.6318,-0.1732,-1.0592,2.3725,2.7984,0.1976,-0.2707,-2.4284,0.4554,-1.7106,-1e-04,0.249,0.9945,"BE"
"HD 209522             ",9.33148907,14.01691912,7.92295366,0.0093,0.0029,0.0022,0.0032,0.0079,0.0026,0.0013,0.0011,0.0047,0.0036,0.0025,0.0012,-0.6985,2.216,-0.9106,-2.8787,1.6256,2.9391,2.4777,-2.8895,-2.7046,1.7588,-2.5202,0,0.5481,0.8638,"BE"
"HIP 43589             ",11.0984004,5.25587048,12.02045811,0.0023,0.001,0.0012,0.0021,0.0026,8e-04,6e-04,0.0014,0.0025,0.0017,6e-04,8e-04,-0.9575,3.0953,0.1015,1.0067,0.1894,0.9799,-1.8317,-0.2116,2.2481,-0.7836,-0.773,0,0.8084,0.4968,"BE"
"HIP 99303             ",0.08514018,0.30180548,1.37334063,0.0158,0.0074,0.0084,0.0053,0.0187,0.0038,0.0057,0.0025,0.0092,0.0027,0.0031,0.0014,1.197,2.5358,-2.7874,1.1109,-0.0262,2.0664,0.3635,-2.2402,2.1682,2.3708,-1.3308,0,0.5428,0.7765,"BE"
"HD 77320              ",1.04999612,0.54920936,4.26415793,0.0154,0.001,0.0058,0.0057,0.0159,0.0055,0.0048,0.008,0.0114,0.0042,0.0018,3e-04,-0.6859,2.0175,-0.6068,-0.6076,1.3855,2.5466,-2.7665,-2.1256,-2.7372,-2.5049,1.5977,0,0.7097,0.6399,"BE"
"HIP 57669             ",0.92422719,0.45626061,1.06342842,0.0141,0.0063,0.0038,0.0045,0.0096,0.0038,0.0014,0.0043,0.0101,0.001,0.0015,0.0015,1.5911,-0.8593,0.0217,-1.2241,0.2876,-0.2558,-0.946,2.8945,1.7161,1.258,2.2006,0,0.6377,0.7207,"BE"
"HIP 32759             ",0.33893655,0.65363174,0.10811288,0.0333,0.0091,0.0074,7e-04,0.0283,0.014,0.0128,0.0055,0.0206,0.0021,0.0031,0.0079,1.2746,-1.4442,2.4388,0.4408,0.3645,0.1217,0.9378,0.4799,2.7657,2.2955,-1.1258,0,0.656,0.7271,"BE"
"HIP 49934             ",0.43234169,2.01913144,1.07721886,0.0335,0.0031,0.0032,0.0148,0.019,0.0052,0.005,0.003,0.0146,0.0084,0.003,0.0023,0.4538,-2.2741,-1.39,2.1037,1.4276,0.6085,-0.9275,-0.6831,-2.5521,-0.1041,2.8152,1e-04,0.4309,0.8356,"BE"
"HD 142983             ",2.51851788,2.58371876,9.51692458,0.0109,0.0012,0.0047,0.0033,0.0104,0.0036,0.001,0.0015,0.0081,0.0013,0.0021,6e-04,-1.4652,1.8943,-2.4427,1.2147,2.0018,-2.4366,-0.0907,0.7966,1.1625,0.098,-2.7475,0,0.6288,0.7296,"BE"
"HIP 35951             ",11.30057181,11.22907763,0.68478593,0.0832,0.0106,0.019,0.0149,0.0438,0.0214,0.0176,0.0117,0.0249,0.0112,0.0034,0.0056,1.1625,1.4775,1.2484,2.3894,-2.7019,-2.801,-2.7495,-3.0179,2.8833,-2.9695,-1.9843,-2e-04,0.3635,0.8907,"BE"
"HIP 71352             ",1.55649172,0.26601979,3.25272661,0.0267,0.0069,0.0021,0.0018,0.0117,0.0025,0.0024,7e-04,0.0077,0.0015,0.0014,8e-04,-2.2759,-2.7632,2.6572,2.6991,2.6853,-1.1338,2.4088,-0.7855,-2.9303,2.7297,-1.1562,0,0.3072,0.9144,"BE"
"HIP 52742             ",1.14677112,0.98196315,2.67441102,0.0037,3e-04,0.001,0.0016,0.0029,4e-04,0.001,4e-04,0.0028,5e-04,5e-04,4e-04,1.7475,-2.8225,1.0166,-1.8215,-0.4619,-0.4354,1.2522,2.7212,0.282,1.1049,-2.6678,0,0.6982,0.6215,"BE"
"HIP 92609             ",0.47013048,0.55018825,1.41169167,0.026,0.0108,0.011,0.0089,0.0247,0.0128,0.0066,0.0107,0.0162,0.0055,0.0021,0.0061,0.9875,2.9008,-2.1493,2.2397,0.6297,-2.8101,1.5447,-1.1946,-2.9612,2.0058,-1.3651,0,0.5339,0.9125,"BE"
"HIP 47522             ",6.89736328,9.76224233,9.26390492,0.0053,0.002,1e-04,0.0016,0.004,0.001,4e-04,0.0017,0.0037,4e-04,0.0019,4e-04,-0.0801,-0.6638,2.6705,0.2243,-0.5031,-2.5586,-0.6367,0.0044,-1.1591,-1.2843,-1.7154,0,0.7784,0.5058,"BE"
"HIP 67464             ",0.38098764,1.90777112,12.76076792,0.0058,6e-04,0.0017,0.0014,0.003,0.002,9e-04,0.0017,0.0029,0.001,9e-04,5e-04,3.1182,-3.1141,2.4744,-0.1197,2.8436,2.4813,1.6955,1.533,-1.9387,2.2923,1.8195,0,0.4125,0.8316,"BCEP"
"HIP 12387             ",6.20583043,10.65175624,13.99953816,0.0139,0.004,0.003,0.0022,0.0044,0.0025,0.0014,0.002,0.0039,6e-04,6e-04,0.0011,1.7942,-0.6319,-3.1173,-0.1759,3.1015,1.1333,-1.1706,-1.4496,2.7234,-1.3719,-2.6018,0,0.2736,0.8864,"BCEP"
"HIP 72121             ",7.83991716,8.0764959,10.30211488,0.0084,0.001,0.0025,0.0014,0.0039,0.0016,9e-04,0.003,0.004,0.001,4e-04,0.0011,-2.6939,1.051,-2.5429,-2.1729,-0.778,1.8236,-2.16,-3.0894,-0.1412,3.1315,1.4371,0,0.5798,0.6485,"BCEP"
"HIP 106032            ",5.24980468,0.18601112,4.29102289,0.0139,0.0013,0.0013,0.0022,0.0084,0.0043,0.0029,0.0032,0.0035,0.0028,0.0012,4e-04,-0.8933,-2.172,-2.132,-2.8024,0.3605,-0.5994,-2.2043,2.5413,1.0958,-2.7306,-0.2899,0,0.3413,0.8827,"BCEP"
"HD 147985             ",7.55805883,6.93251945,6.42752626,0.0188,0.0045,0.0017,0.0036,0.0089,0.003,0.0018,0.0021,0.0085,0.0046,0.0027,0.0017,-1.898,1.0318,-1.2767,-3.0869,2.3555,-2.5906,0.3747,0.09,0.2345,-1.2757,-0.8292,0,0.5393,0.7084,"BCEP"
"HIP 21444             ",5.76317389,5.62671931,5.80826135,0.0456,0.0013,0.0062,0.0033,0.024,0.0036,0.0031,0.0076,0.0154,0.003,0.0029,0.0024,-0.5531,2.3319,-0.5878,1.2964,1.0784,-1.0727,-2.758,-1.2284,-3.0859,0.6541,-0.3006,0,0.3491,0.9249,"BCEP"
"HIP 1067              ",6.58965804,11.9197618,6.94199711,0.0071,0.0025,0.0021,2e-04,0.0023,0.0011,9e-04,0.003,0.003,4e-04,0.0012,8e-04,2.3439,0.5703,0.3768,2.8228,3.0291,-2.0513,-0.9594,-2.6923,-0.201,-0.5502,-1.9046,0,0.4481,0.7315,"BCEP"
"HIP 113281            ",5.84104628,6.13744127,16.60766359,0.0106,2e-04,0.0024,0.0011,0.0082,0.0011,0.0012,0.0017,0.0054,4e-04,0.0034,0.0019,1.0597,-3.1054,-0.1954,-3.0284,-1.0389,2.485,2.6889,-0.7776,-1.5938,2.6128,2.4615,0,0.6483,0.6623,"BCEP"
"HIP 39970             ",1.25524038,1.07021199,2.19744419,0.0064,0.0019,0.0018,0.0013,0.0049,0.001,9e-04,4e-04,0.0035,3e-04,2e-04,5e-04,-3.0743,3.0466,-1.5506,-1.4994,2.0764,0.252,-3.0202,-2.3812,-2.5595,0.2675,-0.833,0,0.6538,0.6749,"BCEP"
"HD 46328              ",4.77148501,10.39963148,12.04357533,0.0183,0.0029,0.0011,4e-04,0.0038,5e-04,0.0012,0.0019,0.0035,4e-04,0.0014,9e-04,1.0633,-2.5539,1.3332,0.5231,-0.9112,-0.9966,-0.6748,-0.4446,-3.0353,1.447,-0.5773,0,0.2384,0.8258,"BCEP"
"HIP 72241             ",6.95534759,6.95801766,4.7375006,0.0185,0.0058,0.0031,0.0018,0.0119,0.0028,0.0048,0.0033,0.0105,0.0021,3e-04,9e-04,-2.949,-3.1027,0.5837,-2.8141,0.6291,-1.9059,-0.0775,2.6695,-0.4366,-0.9616,-0.379,0,0.5073,0.8303,"BCEP"
"                      ",0.12891734,3.28181724,3.19192353,0.1344,0.1271,0.08,0.0501,0.04,0.0095,0.0208,0.0098,0.0338,0.0124,0.0165,0.0189,-1.4989,-3.0479,2.0383,2.6739,-1.9951,-1.3858,0.1385,1.6372,0.3228,1.1648,0.5193,0,0.3333,0.9454,"BCEP"
"HIP 112031            ",5.17894397,5.06653456,5.48989925,0.0402,0.0034,0.0017,8e-04,0.0162,0.0019,0.0034,0.0026,0.011,0.0027,0.0022,0.0011,1.3307,0.3858,-0.3701,-2.7388,2.5796,1.9113,2.6212,2.8881,-1.287,1.4827,-0.5202,0,0.2635,0.94,"BCEP"
"HD 112481             ",3.92856447,3.64929519,12.24385223,0.0207,0.0057,0.0033,5e-04,0.0091,0.0026,0.001,0.0018,0.0075,0.0033,0.0022,0.0013,-0.7658,1.7757,0.2344,-0.1391,2.5952,-2.1194,0.3111,1.7929,-1.2975,0.3866,2.8848,0,0.5218,0.6307,"BCEP"
"HIP 88884             ",5.91646596,6.73158832,10.48656321,0.0263,0.0033,0.0018,0.0047,0.0129,0.0038,2e-04,0.0026,0.0076,0.0024,0.0028,0.0015,0.9934,1.2968,2.9515,-0.3516,2.7217,1.3822,1.9124,0.8981,3.0629,1.331,-2.8078,0,0.3555,0.8672,"BCEP"
"HIP 105614            ",6.02891086,0.62408521,17.468378,0.0325,0.0051,0.0034,6e-04,0.0109,0.0013,0.0049,9e-04,0.0085,0.0045,0.0015,0.0017,-1.5624,2.2597,2.1477,1.9475,0.3477,1.6368,-0.0306,1.7557,-2.3097,-2.9438,0.9265,0,0.3156,0.8403,"BCEP"
"HD 74280              ",0.2350415,5.323954,13.69235561,0.0089,0.0039,0.0037,0.0023,0.002,0.001,0.0016,0.0015,0.002,4e-04,1e-04,5e-04,0.5913,2.7332,-2.8081,-0.9954,0.3724,-1.0082,1.8606,-2.2106,1.1505,-1.5288,2.432,0,0.5641,0.7513,"BCEP"
"HIP 94793             ",5.48715125,4.67451147,4.01847988,0.0385,0.0029,0.0039,0.0042,0.0131,0.0036,0.0038,0.0018,0.0101,0.0024,0.002,0.002,-1.2866,2.9528,-2.4208,-3.0759,0.9386,1.7408,-3.103,-2.5783,2.5406,1.4956,2.8465,0,0.2016,0.9109,"BCEP"
"HD 63949              ",11.36179357,16.21430991,13.06530006,0.005,0.0011,0.001,3e-04,0.0033,0.0012,7e-04,8e-04,0.0032,5e-04,4e-04,7e-04,0.3225,-0.6551,-3.1349,-1.2726,2.0717,-1.3833,2.2747,-1.5307,0.2447,-0.5947,3.0623,0,0.7532,0.6098,"BCEP"
"HIP 80112             ",4.05139985,8.04883066,1.83013058,0.0217,0.007,0.0016,0.0025,0.0064,9e-04,0.0016,0.0014,0.005,3e-04,0.0027,0.001,0.2828,1.6484,1.5906,-2.6983,-2.0393,0.0254,-3.0017,0.6769,-2.3347,2.4162,-0.8901,0,0.1523,0.9553,"BCEP"
"HIP 41586             ",4.85954732,12.37773556,10.55743069,0.0217,8e-04,0.0015,0.0059,0.0082,0.0024,0.0025,0.0034,0.006,9e-04,0.0038,0.0011,-1.2585,-1.5387,2.8096,1.2347,2.398,-0.3052,0.6479,-0.6737,-0.8949,0.1306,3.0495,0,0.4033,0.739,"BCEP"
"HIP 103191            ",4.97402975,5.93194793,6.20600976,0.1023,0.0124,0.0098,0.0046,0.0081,0.0019,7e-04,0.0023,0.0059,0.0025,3e-04,9e-04,-0.3279,1.6976,-2.8654,2.3172,-2.1751,1.9223,0.0645,2.5038,-1.6006,0.1991,2.1695,0,0.0224,0.9877,"BCEP"
"HIP 85189             ",4.5209727,15.15279514,12.62385957,0.0294,0.005,0.0095,0.0036,0.0143,0.0054,0.0013,0.0064,0.012,0.0038,0.0047,0.0023,1.0193,-1.6005,2.2124,1.0095,-1.9444,-1.0206,-0.3491,-2.5093,0.6436,-1.1603,0.0162,0,0.3996,0.8789,"BCEP"
"HD 78616              ",4.63724593,6.94974165,3.71698725,0.0261,0.0125,0.0043,0.004,0.0089,0.0021,0.0031,0.0017,0.0084,0.0022,0.001,9e-04,2.1339,-2.2819,0.041,2.3039,0.267,-2.6661,-0.5879,-2.221,2.2435,-0.1791,0.1241,0,0.2856,0.8694,"BCEP"
"                      ",0.7918558,0.35172692,0.69682122,0.0158,0.0025,0.001,0.0022,0.0066,0.0029,0.0036,0.0026,0.0056,0.0018,0.001,0.0011,-1.1936,-2.2369,1.2779,2.7657,2.8713,-0.7353,2.7803,-2.4571,-0.7656,-2.829,-0.0477,0,0.2909,0.9046,"BCEP"
"HD 126341             ",5.6377599,1.50250718,12.0590189,0.0133,0.0011,0.0015,8e-04,0.0032,7e-04,0.0023,6e-04,0.0031,0.0014,5e-04,9e-04,-0.0222,2.3248,2.6033,-2.4585,2.956,1.6906,-0.6294,3.0342,-1.2202,-2.1875,-2.1274,0,0.2357,0.8948,"BCEP"
"HIP 71860             ",3.84847268,10.85312826,7.09318088,0.0111,2e-04,0.002,3e-04,0.0029,6e-04,5e-04,4e-04,0.0022,4e-04,5e-04,3e-04,-1.3839,1.6838,-2.8746,-0.6922,-1.592,-0.4104,-2.8539,0.1127,2.1056,2.1063,2.2769,0,0.2261,0.8585,"BCEP"
"HD 52918              ",5.22982868,1.2004481,2.03162833,0.0219,0.0058,0.0019,0.0013,0.0089,0.0019,0.0041,0.0046,0.0056,6e-04,0.0027,8e-04,-2.094,0.0622,2.1646,-2.9357,-3.1358,2.6228,-1.7548,-1.6586,2.3811,-3.078,1.777,0,0.2343,0.9537,"BCEP"
"HIP 16516             ",4.95572283,5.04846629,4.42409452,0.0323,0.0021,0.0018,0.0012,0.0223,0.0032,0.0027,0.0013,0.0074,0.0026,0.0016,0.0012,2.4306,-2.7853,3.0438,-0.0373,2.0458,-0.3236,2.8852,0.6464,2.331,-1.9632,0.5712,0,0.3625,0.9642,"BCEP"
"HD 61068              ",5.70880213,5.9403021,6.47272448,0.0067,8e-04,0.0024,0.001,0.0054,0.0014,0.0028,0.0012,0.0052,2e-04,0.0013,0.001,-0.6712,0.3099,1.3939,1.3122,-1.0408,2.7054,-2.3981,-0.5503,1.3809,1.6928,-0.2269,0,0.7396,0.5662,"BCEP"
"HIP 66657             ",5.77526989,4.35692135,8.01955865,0.0062,9e-04,4e-04,2e-04,0.004,9e-04,0.0018,0.0027,0.0042,0.001,8e-04,7e-04,1.8196,-0.5434,2.5514,-0.1896,-2.2679,-2.902,0.1379,0.5132,-2.3682,-0.8358,-0.0579,0,0.7158,0.6972,"BCEP"
"HD 64365              ",3.72760289,6.9564853,14.86173535,0.0058,9e-04,0.0013,9e-04,0.0046,0.0013,0.0013,2e-04,0.0036,6e-04,7e-04,0.001,1.8402,-3.0828,0.0541,-2.6501,-1.6274,-0.9299,-2.0292,2.1925,1.3523,-2.1513,2.0076,0,0.6945,0.5799,"BCEP"
"HIP 36500             ",9.08894399,9.82303064,4.39982354,0.0085,0.0021,0.0017,0.0011,0.0081,0.0048,0.0035,0.0012,0.0058,0.0015,5e-04,0.0031,1.0738,-0.5166,3.0552,-0.1658,0.2579,-1.9119,-2.9881,-2.455,0.114,1.5409,-1.0734,0,0.8138,0.5636,"BCEP"
"HIP 61751             ",5.86403949,4.89372136,16.97659012,0.0424,0.0049,0.0072,9e-04,0.021,0.0023,0.0024,0.0035,0.0127,0.0023,0.0045,0.0015,-1.9876,-0.1785,1.3404,-2.3187,-2.1074,-2.1697,-1.4622,2.3835,-1.9668,-1.8985,0.242,0,0.4279,0.7771,"BCEP"
"HD 64722              ",8.66512662,9.50641755,11.57025366,0.0101,0.001,0.0013,0.0033,0.0047,0.001,0.002,5e-04,0.0042,0.002,8e-04,0.0012,0.9965,-3.0275,-2.4455,-2.8134,3.0638,2.8136,-2.2876,-0.2306,0.1495,-1.1774,-2.0851,0,0.4653,0.806,"BCEP"
"HD 166540             ",6.03514041,3.87244352,13.66347549,0.012,0.0029,0.003,0.0025,0.0077,0.0024,0.0018,0.0033,0.0069,0.0013,6e-04,0.0016,0.6491,0.0935,-1.8104,0.0629,2.289,-1.222,1.5183,3.0149,2.097,2.2039,1.9641,0,0.6242,0.7292,"BCEP"
"HIP 73273             ",0.49213018,1.13253501,10.93010234,0.0032,0.0015,4e-04,5e-04,0.0034,7e-04,8e-04,3e-04,0.0023,4e-04,6e-04,4e-04,-1.8914,0.9044,-0.3016,1.7269,1.4856,-1.903,1.7901,0.4288,-1.7598,-2.2648,1.2481,0,0.7027,0.6815,"BCEP"
"HIP 75141             ",0.0179799,2.46208982,2.9037546,0.0082,0.0024,0.003,0.0044,0.0049,0.0014,0.0012,0.0029,0.0032,9e-04,0.0011,0.0016,0.3177,1.4518,2.5562,0.7786,-1.6698,1.3353,-1.8315,2.9423,-2.3387,-2.9778,2.0521,0,0.412,0.8939,"BCEP"
"HIP 30324             ",3.97942933,0.46037125,2.63354698,0.009,0.0022,0.002,0.0021,0.0035,0.001,0.0021,0.001,0.0036,8e-04,0.0017,0.0011,-0.4843,2.2691,-2.6003,1.9754,0.8112,2.8279,1.9989,1.0591,0.6642,-2.8308,2.5726,0,0.3114,0.9048,"BCEP"
"HIP 62434             ",5.23036892,0.35326316,2.07949699,0.0095,4e-04,0.001,0.0011,0.004,0.0011,0.0011,0.0014,0.0034,3e-04,7e-04,5e-04,0.5912,2.5291,-3.0575,-2.5739,0.0613,-1.0793,-0.0852,-2.8531,-1.5619,1.9732,2.575,0,0.311,0.8802,"BCEP"
"HIP 66189             ",0.06650089,0.00088432,0.05164431,0.4386,0.07,0.0867,0.1025,0.1118,0.0682,0.0442,0.0381,0.0147,0.0208,0.0127,0.0379,1.8243,-2.5425,0.7911,0.3571,-0.0521,0.7543,0.4412,0.7812,-0.1908,1.8033,-1.4,3e-04,0.0977,0.9746,"CLCEP"
"HIP 79625             ",0.28967559,12.07745972,12.36704171,0.2132,0.0667,0.0395,0.0187,0.0427,0.0099,0.0143,0.004,0.0393,0.0093,0.0036,0.0149,2.4872,-1.2578,0.9196,-2.7082,-0.3337,-0.033,0.0701,0.0599,-2.7656,0.7286,-1.2961,0,0.1048,0.9499,"CLCEP"
"HIP 52157             ",0.10865875,11.61007482,7.68082597,0.1732,0.0192,0.0074,0.0093,0.0163,0.0042,0.0063,0.0037,0.0133,0.0042,0.0045,0.0016,-0.817,2.9781,1.1002,2.9813,-1.3615,-0.7201,1.369,0.1773,-0.0968,1.8725,-2.12,0,0.0378,0.9807,"CLCEP"
"HIP 54715             ",0.1327878,11.76577717,3.67076052,0.1577,0.0343,0.004,0.0103,0.0177,0.0013,0.0014,0.0034,0.0121,0.0025,0.0037,0.0036,-3.0751,-1.4073,0.0272,-2.3356,-2.2782,-2.4234,-0.6078,-2.1516,-1.1867,-0.3317,-2.4017,0,0.026,0.9863,"CLCEP"
"HIP 95118             ",0.13796692,1.58535513,13.22178313,0.2586,0.1165,0.0316,0.0771,0.0533,0.0127,0.0287,0.0208,0.0523,0.017,0.0083,0.0086,-1.8488,0.1866,-0.5734,0.8664,-0.9241,1.5489,-2.9518,-1.8479,2.8418,-0.4057,-2.0382,2e-04,0.1313,0.9612,"CLCEP"
"HIP 36685             ",0.03843549,0.27225907,0.36903579,0.4804,0.2264,0.1392,0.1111,0.0475,0.0284,0.0254,0.0059,0.0704,0.0056,0.0204,0.0203,3.0629,-0.3698,2.7776,-0.2931,-2.6288,2.4281,-1.3234,-1.8507,2.5048,-1.2606,-2.3221,0,0.0186,0.9973,"CLCEP"
"HIP 70203             ",0.10562948,11.17299567,2.15266242,0.2536,0.0661,0.0382,0.0081,0.0261,0.0079,0.0032,0.0102,0.0198,0.0024,0.0037,0.002,-1.7001,1.3698,3.053,-1.3369,1.8408,1.5189,-1.7337,1.3812,-0.4796,-2.8051,1.3074,1e-04,0.0267,0.9892,"CLCEP"
"HIP 71492             ",0.14150486,0.09279568,11.29847384,0.1799,0.0273,0.0073,0.0126,0.0281,0.0194,0.0184,0.0116,0.0117,9e-04,0.0027,4e-04,3.0556,0.3574,1.2421,0.2561,1.9041,-0.6114,-1.5727,-1.1662,1.5225,0.7368,2.1556,1e-04,0.038,0.9951,"CLCEP"
"HIP 28945             ",0.08828831,0.89692191,0.89463411,0.264,0.0444,0.0211,0.0155,0.0582,0.0205,4e-04,0.011,0.0448,0.0113,0.0067,0.0065,2.1855,1.5847,0.926,-0.5693,1.3396,-0.7326,0.0883,0.6071,2.4908,2.2677,-1.7361,0,0.0596,0.9911,"CLCEP"
"HIP 39144             ",0.19883059,0.12134378,0.80895856,0.311,0.1425,0.0361,0.0533,0.1282,0.0319,0.021,0.0388,0.0552,0.0047,0.0152,0.0303,2.7279,-0.31,2.5061,0.9364,-2.2305,-0.3739,-0.5773,1.7095,2.7666,1.8429,-2.8942,3e-04,0.1353,0.9607,"CLCEP"
"HIP 72773             ",0.18966614,0.00088012,0.77072223,0.1991,0.0589,0.018,0.0047,0.0116,0.0066,0.0036,0.0085,0.0106,0.0023,0.0012,0.0016,2.8389,-0.4652,1.7759,-2.0716,-0.5427,0.7276,1.0613,0.9633,2.4246,-0.833,-2.7456,0,0.009,0.9972,"CLCEP"
"HIP 102949            ",0.22542728,0.00089526,1.00752922,0.2916,0.097,0.0325,0.0292,0.0754,0.0361,0.0345,0.0144,0.0255,0.0052,0.0049,0.0057,3.0359,-0.6486,3.128,-3.0509,2.9154,-2.3002,-2.7451,-0.9658,1.9825,2.8101,0.0887,-2e-04,0.0683,0.993,"CLCEP"
"HIP 95820             ",0.14233493,0.61118675,0.51207539,0.3101,0.1179,0.0565,0.0148,0.0237,0.0012,0.0134,0.0068,0.0271,0.0037,0.0074,0.0025,-3.1332,-0.3638,0.4169,-0.0228,-0.8777,2.6462,0.7848,-0.783,-2.5366,-0.1055,-1.6683,0,0.007,0.9992,"CLCEP"
"HIP 111972            ",0.09196608,0.59354421,0.18782169,0.3318,0.1298,0.0869,0.0466,0.0434,0.0239,0.0159,0.0044,0.0394,0.0065,0.0098,0.002,2.4805,-2.9645,-1.3544,1.667,1.2017,-1.9933,-2.531,0.7915,0.8343,-2.6062,-0.2265,0,0.0415,0.9961,"CLCEP"
"HIP 57884             ",0.08592341,0.42987586,0.16227102,0.4249,0.0856,0.0639,0.0581,0.0625,0.0107,0.0043,0.011,0.043,0.0052,0.0087,0.0033,3.0122,-1.8898,0.4758,1.9489,0.5995,-2.3235,0.6709,-1.1692,-0.3181,2.3813,-0.441,-1e-04,0.0316,0.9937,"CLCEP"
"HIP 99567             ",0.16789975,11.50347669,11.67259185,0.2865,0.1067,0.0277,0.0126,0.0314,0.0044,0.003,0.0085,0.0325,0.0083,0.0046,0.0041,3.0127,-0.3708,2.2798,-0.1921,2.0476,-0.916,2.9063,1.1809,2.1015,-0.8273,1.0667,1e-04,0.0473,0.975,"CLCEP"
"HIP 102276            ",0.06115529,0.36657824,0.44107811,0.4821,0.1303,0.0537,0.0374,0.0376,0.0117,0.0145,0.0046,0.0251,0.0086,0.0061,0.0081,3.1263,-0.5802,1.742,1.7464,2.2275,-0.4107,-1.1963,1.827,0.4262,0.5073,-2.8297,-1e-04,0.0128,0.9959,"CLCEP"
"HIP 83674             ",0.245782,0.15231815,10.04164144,0.281,0.0922,0.0248,0.0421,0.0809,0.0214,0.0592,0.0447,0.0178,0.0027,0.002,0.0025,2.7208,0.5803,2.4971,-0.4972,-0.604,-0.8701,-1.5311,-2.4066,0.0242,-2.6523,-2.7519,-2e-04,0.0423,0.9979,"CLCEP"
"HIP 118174            ",0.20516259,11.72121004,10.70211086,0.2571,0.0928,0.0394,0.0164,0.0485,0.0098,0.0123,0.0145,0.0315,0.0162,0.0021,0.013,2.8921,-1.6899,2.6922,2.1143,0.3289,0.8597,0.3969,2.5806,-1.6802,-2.3388,-2.0199,-1e-04,0.0848,0.956,"CLCEP"
"HIP 89968             ",0.17314527,1.04787222,1.14038338,0.3177,0.1237,0.0341,0.0064,0.0384,0.0112,0.0063,0.0056,0.0269,0.0089,0.0089,0.006,-2.922,-0.5959,2.9071,-1.132,1.4364,2.0846,-2.0837,2.429,-1.7978,-0.7177,1.0889,-1e-04,0.0138,0.9988,"CLCEP"
"HIP 54066             ",0.14949774,1.7294024,6.77152,0.1523,0.0359,0.0318,0.0262,0.0244,0.0055,0.0056,0.0019,0.0223,0.0045,0.0079,0.0039,-2.6001,1.0791,-1.5551,2.5248,2.7689,-1.7144,-0.8234,0.4492,2.2679,-0.3407,0.8323,-1e-04,0.1063,0.9456,"CLCEP"
